Date,State,Country,Cumulative_cases,Cumulative_death,Daily_cases,Daily_death,Latitude,Longitude,Temperature,Min_temperature,Max_temperature,Wind_speed,Precipitation,Fog_Presence,Population,Population Density/km,Median_Age,Sex_Ratio,Age%_65+,Hospital Beds/1000,Available Beds/1000,Confirmed Cases/1000,Lung Patients (F),Lung Patients (M),Life Expectancy (M),Life Expectancy (F),Total_tests_conducted,Out_Travels (mill.),In_travels(mill.),Domestic_Travels (mill.),
7/3/2020,Mayotte,France,0,0,0,0,-12.8275,45.1662,19.22,5,31.89,8.8,0.28,1,270000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
8/3/2020,Mayotte,France,0,0,0,0,-12.8275,45.1662,27.33,5537.72,31.11,10.4,2.91,1,270000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
9/3/2020,Mayotte,France,0,0,0,0,-12.8275,45.1662,29.72,27,33,8.1,0.02,0,270000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
10/3/2020,Mayotte,France,0,0,0,0,-12.8275,45.1662,29.5,5537.72,32,5.6,0.12,1,270000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
11/3/2020,Mayotte,France,0,0,0,0,-12.8275,45.1662,29.22,27,32.39,5.1,0,0,270000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
12/3/2020,Mayotte,France,0,0,0,0,-12.8275,45.1662,26.39,5537.72,33.11,5.5,0.08,0,270000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
13-03-2020,Mayotte,France,0,0,0,0,-12.8275,45.1662,25.17,5537.72,32.5,6.4,0,0,270000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
14-03-2020,Mayotte,France,0,0,0,0,-12.8275,45.1662,29.06,28,31.89,9,0,0,270000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
15-03-2020,Mayotte,France,1,0,1,0,-12.8275,45.1662,19.17,5537.72,32.11,6.7,0,0,270000,119,42,0.96,19.82,6.5,1.625,0.003703704,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
16-03-2020,Mayotte,France,1,0,0,0,-12.8275,45.1662,29.83,27,32.39,7.5,0,0,270000,119,42,0.96,19.82,6.5,1.625,0.003703704,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
17-03-2020,Mayotte,France,1,0,0,0,-12.8275,45.1662,29.06,26,32.61,3.7,0,0,270000,119,42,0.96,19.82,6.5,1.625,0.003703704,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
18-03-2020,Mayotte,France,3,0,2,0,-12.8275,45.1662,28.78,25.5,32.78,3.5,0,0,270000,119,42,0.96,19.82,6.5,1.625,0.011111111,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
19-03-2020,Mayotte,France,3,0,0,0,-12.8275,45.1662,28.44,25,32.22,3.9,0,0,270000,119,42,0.96,19.82,6.5,1.625,0.011111111,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
20-03-2020,Mayotte,France,6,0,3,0,-12.8275,45.1662,28.11,23.72,32.39,3.1,0,0,270000,119,42,0.96,19.82,6.5,1.625,0.022222222,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
21-03-2020,Mayotte,France,7,0,1,0,-12.8275,45.1662,29.06,25,33,5.2,0.01,1,270000,119,42,0.96,19.82,6.5,1.625,0.025925926,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
22-03-2020,Mayotte,France,11,0,4,0,-12.8275,45.1662,21.06,6,33,6.1,0.03,1,270000,119,42,0.96,19.82,6.5,1.625,0.040740741,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
23-03-2020,Mayotte,France,24,0,13,0,-12.8275,45.1662,28.89,25,32.72,4.4,0.12,0,270000,119,42,0.96,19.82,6.5,1.625,0.088888889,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
24-03-2020,Mayotte,France,36,0,12,0,-12.8275,45.1662,29.11,25.5,34,6,0,0,270000,119,42,0.96,19.82,6.5,1.625,0.133333333,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
25-03-2020,Mayotte,France,36,0,0,0,-12.8275,45.1662,22.94,5537.72,33.5,4.7,0,0,270000,119,42,0.96,19.82,6.5,1.625,0.133333333,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
26-03-2020,Mayotte,France,36,0,0,0,-12.8275,45.1662,27.22,5537.72,31.89,4.9,0,0,270000,119,42,0.96,19.82,6.5,1.625,0.133333333,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
27-03-2020,Mayotte,France,50,0,14,0,-12.8275,45.1662,27.56,5537.72,32.39,5.2,0,0,270000,119,42,0.96,19.82,6.5,1.625,0.185185185,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
28-03-2020,Mayotte,France,63,0,13,0,-12.8275,45.1662,23.61,5537.72,31.89,6.5,0,0,270000,119,42,0.96,19.82,6.5,1.625,0.233333333,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
29-03-2020,Mayotte,France,63,0,0,0,-12.8275,45.1662,18.06,5537.72,31.61,10,0,1,270000,119,42,0.96,19.82,6.5,1.625,0.233333333,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
30-03-2020,Mayotte,France,82,0,19,0,-12.8275,45.1662,18.06,5537.72,31.61,10,0,1,270000,119,42,0.96,19.82,6.5,1.625,0.303703704,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
22-01-2020,New Caledonia,France,0,0,-82,0,-22.2758,166.458,26,18.78,32.39,8.4,0,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
23-01-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,25.94,19.5,32.89,6.3,0,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
24-01-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,25.83,19.28,32.39,8.4,0,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
25-01-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,26.22,21.28,31.28,11.1,0,1,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
26-01-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,27,21,34,8.5,0.02,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
27-01-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,25.78,5537.72,34.72,6.2,0,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
28-01-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,21.56,5537.72,33.61,4.9,0,1,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
29-01-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,25.89,19,33.72,8.4,0,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
30-01-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,25.94,19.22,32,9.4,0,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
31-01-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,27.67,21.22,34.11,7.3,0,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
1/2/2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,29.06,22.22,35,5.7,0.02,1,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
2/2/2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,28.28,22,34,4.5,0,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
3/2/2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,30.28,21.61,38,6.2,0,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
4/2/2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,28.94,23.39,35.11,5.8,0,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
5/2/2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,28.61,23.61,34.11,11.4,0,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
6/2/2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,27.56,5537.72,34.22,4.7,0.01,1,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
7/2/2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,28.44,23,33.72,6,0.34,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
8/2/2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,29.94,23.28,35,6.4,0,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
9/2/2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,27.83,5537.72,34.22,6,0,1,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
10/2/2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,6.94,1,5537.72,4.2,0.16,1,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
11/2/2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,6.5,0,9,10.4,0.54,1,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
12/2/2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,14.11,0,5537.72,6,0.76,1,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
13-02-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,29.06,24,35,3.5,0,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
14-02-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,27.33,5537.72,34.5,5.9,0,1,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
15-02-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,28.22,22.61,33.28,5.6,0.37,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
16-02-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,26.61,22.5,32,5.1,0.01,1,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
17-02-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,27.11,22.61,32.5,9.3,0,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
18-02-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,26.06,21.72,31.5,3,0.06,1,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
19-02-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,27,21.5,32,5.3,0,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
20-02-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,27.56,21.72,33.89,5.3,0,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
21-02-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,27.67,21.5,34.39,5.1,0,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
22-02-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,27.89,21,34.61,5.5,0,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
23-02-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,27.39,21.39,33.11,7.3,0,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
24-02-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,25.72,5537.72,33.22,6.5,0,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
25-02-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,26.67,20.78,33.11,6.2,0,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
26-02-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,27.22,20.61,32.28,5,0,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
27-02-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,28.06,5537.72,33.89,4.3,0,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
28-02-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,23.94,5537.72,34.22,4.8,0.16,1,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
29-02-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,21.28,5,32,4.5,0.98,1,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
1/3/2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,25.06,5537.72,33.28,5,0.02,1,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
2/3/2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,26.22,24,30.11,3.6,0,1,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
3/3/2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,23.89,8,31,3.3,0.35,1,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
4/3/2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,19.28,5537.72,32.28,3.4,1.07,1,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
5/3/2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,27.78,21.78,33.5,3.9,0,1,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
6/3/2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,23.83,5537.72,32.61,4.1,0.01,1,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
7/3/2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,26.06,5537.72,34.39,3.9,0.15,1,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
8/3/2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,28.39,22.22,33.39,4.7,0,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
9/3/2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,28.67,22.89,34.22,5.8,0,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
10/3/2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,28.56,23.28,33,4.7,0,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
11/3/2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,25.39,5537.72,32.89,2.9,0.37,1,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
12/3/2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,24.06,5537.72,32.5,3.4,0.04,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
13-03-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,21.94,5537.72,32,5,0,1,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
14-03-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,25.28,9,30,3.3,0.04,1,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
15-03-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,17.89,6,31.5,14.3,0.59,1,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
16-03-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,23.94,5537.72,30,5.5,0,1,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
17-03-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,25,21,29.11,5.5,0.18,0,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
18-03-2020,New Caledonia,France,0,0,0,0,-22.2758,166.458,24.39,20,28.89,7.7,0,1,280000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
19-03-2020,New Caledonia,France,2,0,2,0,-22.2758,166.458,23.72,17,29.39,8.4,0,0,280000,119,42,0.96,19.82,6.5,1.625,0.007142857,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
20-03-2020,New Caledonia,France,2,0,0,0,-22.2758,166.458,24.94,16.78,29,6.8,0,0,280000,119,42,0.96,19.82,6.5,1.625,0.007142857,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
21-03-2020,New Caledonia,France,4,0,2,0,-22.2758,166.458,24.83,20,30,6.8,0,0,280000,119,42,0.96,19.82,6.5,1.625,0.014285714,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
22-03-2020,New Caledonia,France,4,0,0,0,-22.2758,166.458,23.61,18,29.22,7.9,0,0,280000,119,42,0.96,19.82,6.5,1.625,0.014285714,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
23-03-2020,New Caledonia,France,8,0,4,0,-22.2758,166.458,24,18.11,30.78,4.3,0,0,280000,119,42,0.96,19.82,6.5,1.625,0.028571429,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
24-03-2020,New Caledonia,France,10,0,2,0,-22.2758,166.458,23.06,16.89,29,7.3,0,0,280000,119,42,0.96,19.82,6.5,1.625,0.035714286,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
25-03-2020,New Caledonia,France,14,0,4,0,-22.2758,166.458,24.78,16.5,32,6.1,0,0,280000,119,42,0.96,19.82,6.5,1.625,0.05,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
26-03-2020,New Caledonia,France,14,0,0,0,-22.2758,166.458,24.72,17.78,30,6.3,0,1,280000,119,42,0.96,19.82,6.5,1.625,0.05,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
27-03-2020,New Caledonia,France,15,0,1,0,-22.2758,166.458,24.5,19,30,8.1,0.01,0,280000,119,42,0.96,19.82,6.5,1.625,0.053571429,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
28-03-2020,New Caledonia,France,15,0,0,0,-22.2758,166.458,24.72,19.22,29.22,12,0,0,280000,119,42,0.96,19.82,6.5,1.625,0.053571429,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
29-03-2020,New Caledonia,France,15,0,0,0,-22.2758,166.458,22.61,18,27.11,6.6,0,1,280000,119,42,0.96,19.82,6.5,1.625,0.053571429,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
30-03-2020,New Caledonia,France,15,0,0,0,-22.2758,166.458,22.61,18,27.11,6.6,0,1,280000,119,42,0.96,19.82,6.5,1.625,0.053571429,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
22-01-2020,Reunion,France,0,0,-15,0,-21.1351,55.2471,14.67,4,27,12.6,99.99,1,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
23-01-2020,Reunion,France,0,0,0,0,-21.1351,55.2471,26.22,5537.72,29,5.8,99.99,1,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
24-01-2020,Reunion,France,0,0,0,0,-21.1351,55.2471,6.11,5,8,11.7,99.99,1,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
25-01-2020,Reunion,France,0,0,0,0,-21.1351,55.2471,12.78,4,25,16.4,99.99,1,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
26-01-2020,Reunion,France,0,0,0,0,-21.1351,55.2471,25.28,22,28,11.5,99.99,1,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
27-01-2020,Reunion,France,0,0,0,0,-21.1351,55.2471,25.11,22,29,10.1,0,0,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
28-01-2020,Reunion,France,0,0,0,0,-21.1351,55.2471,25,21,29,8.1,0,0,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
29-01-2020,Reunion,France,0,0,0,0,-21.1351,55.2471,25.78,22,29,7.5,0,0,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
30-01-2020,Reunion,France,0,0,0,0,-21.1351,55.2471,26.11,22,29,8.1,0,0,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
31-01-2020,Reunion,France,0,0,0,0,-21.1351,55.2471,26.22,23,30,11.1,0,0,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
1/2/2020,Reunion,France,0,0,0,0,-21.1351,55.2471,27.17,24,29,17.2,0,0,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
2/2/2020,Reunion,France,0,0,0,0,-21.1351,55.2471,20.17,4,30,17.2,0,0,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
3/2/2020,Reunion,France,0,0,0,0,-21.1351,55.2471,19.28,5537.72,30,20.4,0,0,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
4/2/2020,Reunion,France,0,0,0,0,-21.1351,55.2471,27.61,26,30,21.7,0,0,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
5/2/2020,Reunion,France,0,0,0,0,-21.1351,55.2471,25.44,5537.72,30,18.6,0,0,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
6/2/2020,Reunion,France,0,0,0,0,-21.1351,55.2471,17.44,1,29,9.2,99.99,1,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
7/2/2020,Reunion,France,0,0,0,0,-21.1351,55.2471,26.78,22,30,14.1,0,0,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
8/2/2020,Reunion,France,0,0,0,0,-21.1351,55.2471,25.28,5537.72,30,11.5,99.99,1,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
9/2/2020,Reunion,France,0,0,0,0,-21.1351,55.2471,25,5537.72,29,12.3,99.99,1,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
10/2/2020,Reunion,France,0,0,0,0,-21.1351,55.2471,16.67,4,29,8.9,99.99,1,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
11/2/2020,Reunion,France,0,0,0,0,-21.1351,55.2471,19.83,4,28,17.4,99.99,1,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
12/2/2020,Reunion,France,0,0,0,0,-21.1351,55.2471,21.83,5537.72,32,6.4,99.99,1,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
13-02-2020,Reunion,France,0,0,0,0,-21.1351,55.2471,27.78,25,31,4.9,0,0,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
14-02-2020,Reunion,France,0,0,0,0,-21.1351,55.2471,27.67,24,30,6.1,0,0,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
15-02-2020,Reunion,France,0,0,0,0,-21.1351,55.2471,20.72,5,30,5.8,99.99,1,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
16-02-2020,Reunion,France,0,0,0,0,-21.1351,55.2471,27,23,30,14.5,0,0,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
17-02-2020,Reunion,France,0,0,0,0,-21.1351,55.2471,26.17,22,30,14.3,0,0,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
18-02-2020,Reunion,France,0,0,0,0,-21.1351,55.2471,26.44,23,29,15.2,0,0,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
19-02-2020,Reunion,France,0,0,0,0,-21.1351,55.2471,26.33,22,30,13.3,0,0,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
20-02-2020,Reunion,France,0,0,0,0,-21.1351,55.2471,26.11,22,30,13.6,0,0,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
21-02-2020,Reunion,France,0,0,0,0,-21.1351,55.2471,26.72,22,31,13.8,0,0,860000,119,42,0.96,19.82,6.5,1.625,0,9.64,17.69,78.9,85.3,101046,44.474,89.322,268.152,
